,HD_ID,Customer_ID,Name,Gender,Age,State,Profession,Pro_Cust_Flag,Wage_Band,Cred_Score,Senior_Citizen_Flag,Marital_Status_Flag,Account_Activation
1213,YPMMIE,C2555935,Kenny Esquivel,M,23,IL,Others,0,LOW,300-579,0,1,2010-03-27 00:54:00
1214,JZKEEK,C0409715,Donald Kohler,M,23,DE,Others,0,LOW,670-739,0,1,2010-03-28 13:10:00
1215,TFAKQE,C4926706,Glen Weist,M,23,FL,Others,0,HIGH,670-739,0,0,2010-04-22 19:17:00
1216,PPFNHY,C3942765,Scott Griffin,M,23,IA,Others,0,LOW,670-739,0,1,2010-05-16 05:04:00
1217,DIFPTD,C4323541,Jason Teel,M,23,ID,Others,0,LOW,580-669,0,0,2010-05-21 02:12:00
1218,QPTQSK,C5441814,Amy Wine,F,23,ID,Others,0,MED,670-739,0,0,2010-05-30 10:56:00
1219,IKBHSH,C0705751,Dianne Lowe,F,23,CA,Others,0,LOW,300-579,0,0,2010-06-29 14:20:00
1220,DZECDD,C8724518,Christopher Hammond,M,23,UT,Others,0,HIGH,800-850,0,0,2010-07-08 15:24:00
1221,DFOWNE,C1804081,Dan Rosboril,M,23,WY,Others,0,MED,800-850,0,0,2010-07-11 23:15:00
1222,CNNNWN,C6794972,Louie Lescarbeau,M,23,IA,Others,0,MED,670-739,0,0,2010-07-14 23:37:00
1223,EFFFVO,C3513437,Thomas Ulloa,M,23,AZ,Others,0,MED,670-739,0,1,2010-07-18 03:06:00
1224,LKNSKV,C7616560,Lyle Grey,M,23,LA,Others,0,MED,740-799,0,0,2010-07-23 09:20:00
1225,LQZPTL,C7711495,Lloyd Dejardin,M,23,AR,Others,0,MED,740-799,0,0,2010-08-19 17:35:00
1226,CAPYLN,C8713169,John Espinoza,M,23,CA,Others,0,LOW,670-739,0,0,2010-08-21 13:11:00
1227,ETKLQM,C7339632,Jason Martinez,M,23,MO,Others,0,LOW,670-739,0,0,2010-09-03 10:18:00
1228,MECLVP,C5765904,Marvin Kuziel,M,23,WA,Others,0,LOW,670-739,0,0,2010-09-09 16:27:00
1229,JOHTLD,C9430904,Jose Long,M,23,RI,Others,0,MED,740-799,0,0,2010-09-15 05:19:00
1230,LKVLPB,C4273249,Justin Demarest,M,23,NC,Others,0,MED,740-799,0,0,2010-09-28 03:48:00
1231,KSOOQX,C3048163,Emanuel Hunt,M,23,MI,Others,0,HIGH,740-799,0,0,2010-10-01 09:27:00
1232,WUURCL,C0381936,Amy Small,F,23,UT,Others,0,LOW,300-579,0,1,2010-10-05 11:07:00
1233,RQRNSQ,C6995241,Paul Lewis,M,23,AZ,Others,0,MED,670-739,0,0,2010-10-19 21:34:00
1234,DSPHWE,C0526680,Robert Benedict,M,23,KS,Others,0,MED,670-739,0,0,2010-10-22 12:05:00
1235,BMCUFI,C4742933,Angela Tracy,F,23,IN,Others,0,LOW,580-669,0,0,2010-11-08 20:36:00
1236,BAMHZF,C3117758,James Claudio,M,23,NC,Others,0,LOW,300-579,0,1,2010-11-10 10:51:00
1237,BBDJER,C4911486,Tony Ziemba,M,23,HI,Others,0,HIGH,800-850,0,1,2010-11-14 14:44:00
1238,IVAKAT,C4803676,Harlan Reimer,M,23,WV,Others,0,HIGH,800-850,0,0,2010-12-05 11:16:00
1239,UVWHOH,C2103186,Wilson Ross,M,23,HI,Others,0,MED,740-799,0,0,2010-12-20 13:06:00
1240,FBXRLT,C2424668,Arthur Clark,M,22,AK,Others,0,MED,800-850,0,0,2011-01-13 10:18:00
1241,EUMJWL,C5095349,Charles Campas,M,22,ND,Others,0,LOW,670-739,0,0,2011-01-18 02:24:00
1242,BXIQBL,C8517949,Hector Goldsmith,M,22,IL,Others,0,MED,670-739,0,0,2011-03-06 03:44:00
1243,VFLJEA,C5061672,Phillip Nolen,M,22,NH,Others,0,LOW,670-739,0,0,2011-03-06 15:58:00
1244,WAKSIU,C6907291,Mark Braddy,M,22,UT,Others,0,LOW,580-669,0,0,2011-03-14 08:45:00
1245,NMEXKG,C3450801,Adam Smit,M,22,AR,Others,0,HIGH,800-850,0,0,2011-04-22 23:28:00
1246,TUEDJJ,C9750771,Wanda Reynolds,F,22,MT,Others,0,HIGH,740-799,0,1,2011-04-29 03:13:00
1247,QEUGTD,C9104365,Larry Squires,M,22,UT,Others,0,LOW,580-669,0,1,2011-05-18 19:18:00
1248,NUNJHF,C7743871,Vanessa Kelley,F,22,CO,Others,0,MED,800-850,0,1,2011-05-19 13:49:00
1249,TIMSLL,C3802713,Alfred Michaels,M,22,OK,Others,0,MED,670-739,0,0,2011-06-19 00:13:00
1250,GYXNZM,C3668279,Lester Brown,M,22,IN,Others,0,LOW,670-739,0,1,2011-06-23 12:44:00
1251,OJXFEV,C1806040,Rosario Patterson,O,22,WV,Others,0,LOW,670-739,0,0,2011-06-30 07:36:00
1252,JJRAMI,C4942778,Peter Zerhusen,M,22,NV,Others,0,HIGH,800-850,0,0,2011-06-30 20:15:00
1253,KERWMR,C7119629,Richard Wilson,M,22,MI,Others,0,LOW,670-739,0,0,2011-07-25 15:49:00
1254,YDSUVY,C6593147,Jon Anderson,M,22,IA,Others,0,HIGH,800-850,0,0,2011-08-05 08:52:00
1255,CEQCEQ,C5468142,Christopher Scott,M,22,AR,Others,0,LOW,300-579,0,0,2011-08-08 15:03:00
1256,AQFYPZ,C0616777,Antonio Spinelli,M,22,VA,Others,0,HIGH,740-799,0,1,2011-08-16 15:39:00
1257,IBDYMK,C4114033,Steven Griffin,M,22,NJ,Others,0,MED,740-799,0,0,2011-08-18 16:04:00
1258,ATBOYX,C6315258,Debbie Marler,F,22,MT,Others,0,LOW,580-669,0,0,2011-08-29 09:58:00
1259,FYECFQ,C1516672,Walter Mcdowell,M,22,HI,Others,0,MED,740-799,0,1,2011-10-02 16:20:00
1260,BLCJCB,C2053844,Arthur Roman,M,22,OH,Others,0,MED,740-799,0,1,2011-10-10 00:58:00
1261,OXDSWF,C8415685,Michael Harper,M,22,DE,Others,0,LOW,580-669,0,1,2011-10-29 08:58:00
1262,EQMKXL,C0303712,Richard Bell,M,22,ID,Others,0,LOW,670-739,0,0,2011-11-16 14:22:00
1263,EHKSPG,C6886629,Brian Toole,M,22,TX,Others,0,MED,740-799,0,0,2011-11-19 19:44:00
1264,QMVWET,C7338545,Bonnie Day,F,22,RI,Others,0,MED,740-799,0,1,2011-12-31 07:32:00
1265,GBIWHC,C4345752,Elvie Ward,F,21,WI,Others,0,MED,800-850,0,0,2012-02-02 06:20:00
1266,OZWRKL,C2338870,Michael Thomas,M,21,CT,Others,0,LOW,670-739,0,0,2012-02-26 03:42:00
1267,YMRLMP,C4953562,Steven Taylor,M,21,AR,Others,0,MED,670-739,0,0,2012-04-29 05:26:00
1268,BDODEA,C2976658,Olive Dawes,F,21,ME,Others,0,MED,800-850,0,0,2012-05-01 22:29:00
1269,XKFKPU,C7438824,Jose Salter,M,21,AK,Others,0,MED,670-739,0,0,2012-06-02 04:38:00
1270,XEZBXL,C1549715,Eric Vaughn,M,21,OH,Others,0,MED,670-739,0,0,2012-07-28 03:41:00
1271,WVFAAO,C6934710,Julie Appleby,F,21,OR,Others,0,HIGH,670-739,0,0,2012-09-22 11:56:00
1272,YXPYMQ,C8349543,Joe Carrillo,M,21,NV,Others,0,HIGH,670-739,0,0,2012-10-24 19:48:00
1273,OKRFOU,C2306125,Harry Cunningham,M,21,NY,Others,0,LOW,300-579,0,0,2012-11-18 12:22:00
1274,KBNJMU,C4763011,Brian Farley,M,21,LA,Others,0,MED,800-850,0,0,2012-12-15 07:16:00
1275,BKJDYT,C5968744,Peter Thompson,M,19,VA,Others,0,MED,670-739,0,0,2014-01-18 11:20:00
1276,ECUCYK,C6527902,Rebecca Schueller,F,19,NH,Others,0,MED,800-850,0,1,2014-01-22 19:47:00
1277,NQALHY,C9145790,James Zee,M,19,NY,Others,0,HIGH,800-850,0,0,2014-01-26 18:02:00
1278,ABYBYX,C1821223,Gina Yelton,F,19,FL,Others,0,HIGH,670-739,0,1,2014-02-04 17:28:00
1279,JRNGCC,C4241751,Nathan Miller,M,19,RI,Others,0,LOW,670-739,0,0,2014-04-25 18:08:00
1280,JWCJEC,C4388045,Brandy Grimes,F,19,MS,Others,0,LOW,670-739,0,0,2014-05-27 19:24:00
1281,ZZRSNP,C2574466,Jon Rich,M,47,DC,Others,0,MED,800-850,0,1,1995-01-03 19:57:00
1282,MJMJXJ,C3006842,Jon Porter,M,41,WA,Others,0,MED,670-739,0,0,1995-01-05 08:59:00
1283,WCVGTP,C1502586,Reginald Balke,M,48,OH,Others,0,LOW,670-739,0,1,1995-01-06 13:24:00
1284,MWYGUU,C6563721,Darryl Flynn,M,45,AL,Others,0,MED,670-739,0,1,1995-01-12 03:17:00
1285,BJEKVZ,C1080867,Simon Menefield,M,38,IA,Others,0,HIGH,670-739,0,1,1995-01-17 21:20:00
1286,FDLICN,C3435436,Bryan Locke,M,44,NC,Others,0,LOW,670-739,0,1,1995-01-22 19:57:00
1287,CZYKVD,C8961587,Maritza Seale,F,42,CA,Others,0,MED,800-850,0,1,1995-01-27 10:19:00
1288,WGYXLP,C1807077,Richard Hanner,M,44,FL,Others,0,LOW,580-669,0,1,1995-01-27 18:18:00
1289,ACQYSB,C0172300,Susana Griffith,F,45,WY,Others,0,HIGH,800-850,0,1,1995-02-01 11:20:00
1290,HOXZOG,C4810459,Arthur Bagnoli,M,40,IA,Others,0,MED,670-739,0,1,1995-02-02 20:07:00
1291,SUYBXS,C2656952,Ignacio Melanson,M,40,MA,Others,0,MED,800-850,0,1,1995-02-03 00:24:00
1292,XOVTAH,C8519754,Natasha Shiroma,F,42,PA,Others,0,LOW,300-579,0,1,1995-02-03 19:00:00
1293,UMPQXF,C6288823,Terry Cline,M,47,RI,Others,0,MED,670-739,0,1,1995-02-08 06:08:00
1294,UUHADR,C7410043,Percy Tucci,M,46,WA,Others,0,LOW,670-739,0,0,1995-02-14 20:10:00
1295,UFJXAS,C7280643,Burton Summers,M,40,KY,Others,0,LOW,580-669,0,1,1995-02-20 17:04:00
1296,FOCVGJ,C2365997,Kelly Aguilar,M,40,ND,Others,0,LOW,670-739,0,1,1995-03-02 08:41:00
1297,TOGPPC,C7399824,Jesus Valliere,M,40,PA,Others,0,LOW,580-669,0,0,1995-03-08 01:22:00
1298,OKNMAJ,C8350681,Robert Weintraub,M,47,NJ,Others,0,MED,800-850,0,1,1995-03-10 23:16:00
1299,AQBDLY,C8321214,Larry Mcculloch,M,38,MS,Others,0,HIGH,670-739,0,1,1995-03-14 12:37:00
1300,GSZOMS,C9689502,Mark Wray,M,49,ND,Others,0,HIGH,800-850,0,0,1995-03-19 10:33:00
1301,UBFWHM,C5643556,Yolanda Starkey,F,42,KS,Others,0,LOW,580-669,0,1,1995-03-27 09:27:00
1302,APVLBE,C4097890,Fabian Roberts,M,47,VT,Others,0,HIGH,670-739,0,0,1995-04-05 00:22:00
1303,DVSOBD,C4778235,Brian Wicker,M,38,NY,Others,0,MED,740-799,0,1,1995-04-06 02:02:00
1304,VYVRSB,C1170735,James Schlau,M,42,KY,Others,0,MED,800-850,0,1,1995-04-08 02:12:00
1305,INQWQU,C1169173,Albert Gill,M,48,NV,Others,0,MED,740-799,0,1,1995-04-16 23:40:00
1306,LNYBAE,C3440787,Willie Walters,M,38,MN,Others,0,MED,670-739,0,1,1995-04-23 08:43:00
1307,EEZBEX,C9177986,Karl Schiff,M,41,AK,Others,0,HIGH,670-739,0,1,1995-05-04 23:16:00
1308,ELTVVA,C6223019,Jessica Wade,F,49,NM,Others,0,HIGH,800-850,0,1,1995-05-08 00:33:00
1309,LTMZKF,C1184800,Autumn Smith,F,41,MS,Others,0,HIGH,800-850,0,0,1995-05-12 08:16:00
1310,DREIPG,C8982122,Russell Perez,M,39,NE,Others,0,HIGH,800-850,0,1,1995-05-19 15:29:00
1311,JLBAKY,C1512952,Ryan Bonnell,M,49,OH,Others,0,HIGH,670-739,0,1,1995-05-20 06:42:00
1312,ZVIPQI,C0418743,Stuart Finnell,M,42,KY,Others,0,LOW,580-669,0,1,1995-05-24 21:41:00
1313,XMYICX,C9663897,Michelle Maxwell,F,40,NH,Others,0,MED,670-739,0,1,1995-05-25 21:57:00
1314,QFAKLW,C9864743,Jamal Hunter,M,45,NE,Others,0,MED,670-739,0,1,1995-06-05 08:34:00
1315,KSWJIJ,C4297765,Casey Holme,F,40,RI,Others,0,HIGH,740-799,0,1,1995-06-07 06:44:00
1316,GWPUJZ,C2080667,Judith Sadan,F,46,OK,Others,0,MED,800-850,0,1,1995-06-09 02:22:00
1317,JMKOEP,C7325412,Betty Blough,F,41,MS,Others,0,HIGH,740-799,0,1,1995-06-19 00:24:00
1318,HAHERT,C5945673,Donald Henderson,M,49,NJ,Others,0,HIGH,740-799,0,1,1995-06-20 01:20:00
1319,KXKYJL,C1483453,Norman Durham,M,38,NC,Others,0,HIGH,670-739,0,1,1995-06-23 20:20:00
1320,ANNSOM,C3740037,Jennifer Cannon,F,49,VT,Others,0,MED,800-850,0,0,1995-07-02 12:15:00
1321,BADMWN,C5949436,Sally Kelly,F,47,MA,Others,0,LOW,300-579,0,1,1995-07-03 06:33:00
1322,YLPCNX,C7272395,Eddie Williams,M,45,WY,Others,0,LOW,670-739,0,1,1995-07-06 22:18:00
1323,CFSXBF,C7132836,Joe Stegall,M,40,WI,Others,0,HIGH,800-850,0,0,1995-07-10 16:15:00
1324,YWCCEX,C1372225,Brian Larocque,M,40,LA,Others,0,LOW,670-739,0,1,1995-07-17 06:21:00
1325,FOABXL,C4106249,Beatrice Kolodziej,F,46,VT,Others,0,HIGH,740-799,0,0,1995-07-17 19:07:00
1326,UGXHZO,C5077367,Nicholas Hall,M,44,MI,Others,0,MED,670-739,0,1,1995-07-22 13:51:00
1327,IWXPMN,C5905217,John Branch,M,46,IN,Others,0,HIGH,740-799,0,1,1995-07-25 17:17:00
1328,OMZKCH,C4964745,Robert Thomas,M,39,TN,Others,0,MED,800-850,0,0,1995-07-31 22:42:00
1329,UYRGZT,C0037728,Emma Strickland,F,44,MA,Others,0,HIGH,740-799,0,1,1995-08-05 02:15:00
1330,RANPOU,C2067315,William Hawkins,M,42,CO,Others,0,HIGH,740-799,0,0,1995-08-09 17:23:00
1331,QMOTPP,C4048505,Erich Matthews,M,40,CT,Others,0,HIGH,800-850,0,1,1995-08-21 04:36:00
1332,KXQSBV,C1184831,Donald Scott,M,45,NE,Others,0,MED,800-850,0,1,1995-08-22 01:23:00
1333,ZPODKD,C7288617,Jean Overstreet,M,40,FL,Others,0,MED,670-739,0,1,1995-08-23 20:08:00
1334,IBZZOR,C1919181,Brian Mckillop,M,48,RI,Others,0,HIGH,670-739,0,0,1995-08-28 02:43:00
1335,IMCHJE,C3824829,David Westover,M,38,IN,Others,0,HIGH,800-850,0,1,1995-09-01 14:39:00
1336,VFMLMV,C4792448,Patricia Silva,F,42,NM,Others,0,LOW,670-739,0,1,1995-09-10 10:24:00
1337,NGTANP,C2492503,Jeremy Bannon,M,42,AZ,Others,0,LOW,580-669,0,1,1995-09-11 22:30:00
1338,UDPVNR,C6164332,Michael Nevarez,M,41,MO,Others,0,HIGH,800-850,0,1,1995-09-12 07:26:00
1339,YVLGYZ,C9499664,Nicole Deluca,F,41,UT,Others,0,MED,800-850,0,0,1995-09-16 13:20:00
1340,ACBQLB,C8791811,Robert Judd,M,41,NV,Others,0,MED,740-799,0,1,1995-09-21 15:58:00
1341,SBLVJG,C7914896,Eric Flournoy,M,42,RI,Others,0,LOW,670-739,0,1,1995-10-04 04:37:00
1342,BURGKT,C4268847,Brock Garcia,M,42,SC,Others,0,LOW,300-579,0,1,1995-10-08 13:20:00
1343,BWIKBX,C1365513,Genaro Millwee,M,48,CO,Others,0,HIGH,670-739,0,1,1995-10-15 09:16:00
1344,TEABSX,C0184886,Margaret Campbell,F,46,SD,Others,0,MED,800-850,0,1,1995-10-19 03:10:00
1345,XERWCJ,C5855771,Robert Vail,M,47,KS,Others,0,HIGH,670-739,0,0,1995-10-25 14:13:00
1346,EDWLPN,C5114544,Diana James,F,40,ME,Others,0,HIGH,670-739,0,0,1995-10-26 01:32:00
1347,RNPYEQ,C4185464,Bernadette Christinsen,F,39,NV,Others,0,LOW,300-579,0,1,1995-10-28 09:18:00
1348,TBLXTU,C4929951,Candace Gammon,F,44,IL,Others,0,HIGH,670-739,0,1,1995-11-05 18:04:00
1349,QOVVNB,C7887191,Esther Weible,F,39,VA,Others,0,HIGH,670-739,0,1,1995-11-08 11:45:00
1350,KREDCV,C8305549,Richard Parish,M,43,IN,Others,0,MED,670-739,0,1,1995-11-09 15:09:00
1351,HECIBI,C7003327,Daniel Sheets,M,40,NV,Others,0,LOW,300-579,0,1,1995-11-22 10:44:00
1352,KOZBKB,C4259750,David Dumire,M,40,MI,Others,0,LOW,580-669,0,0,1995-11-23 06:32:00
1353,DREHTY,C6071221,Olga Lewis,F,48,ME,Others,0,LOW,580-669,0,1,1995-11-29 09:16:00
1354,UPINNH,C5752334,Leo Thomas,M,42,CO,Others,0,HIGH,800-850,0,1,1995-12-04 20:54:00
1355,KJFPWF,C7420149,Leo Howell,M,46,DC,Others,0,HIGH,800-850,0,1,1995-12-05 22:21:00
1356,TRTBSU,C9025674,Oscar Campbell,M,49,OK,Others,0,MED,800-850,0,1,1995-12-06 07:59:00
1357,NXSQQX,C4525206,Ramon Demott,M,47,CO,Others,0,MED,670-739,0,1,1995-12-08 17:45:00
1358,BCEKIE,C4227100,Juan Gullett,M,47,RI,Others,0,LOW,580-669,0,1,1995-12-08 17:47:00
1359,BPODQK,C0465138,Alma Callahan,F,49,MN,Others,0,MED,670-739,0,1,1995-12-10 02:38:00
1360,UAJVSL,C3263346,Jose Gunter,M,44,LA,Others,0,HIGH,740-799,0,1,1995-12-11 21:53:00
1361,TVDKUT,C0100494,Richard Hall,M,44,NY,Others,0,HIGH,800-850,0,1,1995-12-12 20:49:00
1362,KFPBOW,C4078499,Tony Schwart,M,39,LA,Others,0,MED,670-739,0,0,1995-12-16 15:21:00
1363,LBKWUH,C9996124,Jessica Horton,F,42,KY,Others,0,LOW,670-739,0,0,1995-12-17 16:52:00
1364,GUEIVQ,C1990850,Joseph Williams,M,43,NC,Others,0,HIGH,740-799,0,0,1995-12-20 21:22:00
1365,JMOGWJ,C1219987,Marylee Wills,F,42,IL,Others,0,MED,740-799,0,1,1995-12-21 10:29:00
1366,RNNTWQ,C1021443,Rafael Kenney,M,41,SC,Others,0,MED,670-739,0,1,1995-12-21 23:05:00
1367,INJNPJ,C6800038,Harrison Lloyd,M,41,MO,Others,0,MED,800-850,0,1,1995-12-25 14:01:00
1368,AESWUW,C3993922,Kandra Villa,F,44,WA,Others,0,HIGH,800-850,0,1,1995-12-25 18:22:00
1369,WTLKQJ,C7070804,Harriett Blake,F,45,VA,Others,0,LOW,300-579,0,0,1995-12-28 12:39:00
1370,ZGIUGC,C2258986,Christian Roberson,M,42,WV,Others,0,MED,740-799,0,1,1995-12-28 22:09:00
1371,GZHPIH,C0724558,Neil Collins,M,39,AL,Others,0,MED,670-739,0,0,1995-12-29 02:25:00
1372,NKAHGC,C5379193,Rick Moss,M,40,WI,Others,0,LOW,580-669,0,1,1996-01-02 01:54:00
1373,RCENNQ,C2635165,Patrick Ward,M,39,TN,Others,0,MED,800-850,0,1,1996-01-03 02:20:00
1374,KCEAGZ,C2609225,Jesus Thor,M,39,IN,Others,0,MED,800-850,0,1,1996-01-10 09:04:00
1375,WUMSZS,C5154260,William Venzke,M,39,AR,Others,0,MED,800-850,0,1,1996-01-11 21:41:00
1376,SBIPRF,C9238325,Patricia Murphy,F,39,ND,Others,0,MED,740-799,0,1,1996-01-17 17:43:00
1377,EBSGZS,C5197588,Allen Mettig,M,46,KY,Others,0,LOW,670-739,0,1,1996-01-26 19:31:00
1378,XARPOC,C5689633,Stephanie Coltrain,F,37,UT,Others,0,MED,670-739,0,1,1996-01-30 15:15:00
1379,XUQTGU,C4821734,Brandy Lee,F,37,WA,Others,0,MED,670-739,0,0,1996-02-05 07:54:00
1380,QVAQJS,C8737957,John Patterson,M,38,MS,Others,0,MED,800-850,0,1,1996-02-09 01:38:00
1381,HSLSHX,C7089162,Charles Mccauley,M,42,VT,Others,0,HIGH,800-850,0,1,1996-02-15 21:10:00
1382,RWMZTN,C4925004,Daniel Bouchard,M,43,HI,Others,0,MED,800-850,0,0,1996-02-25 03:05:00
1383,JTKHBI,C6320311,Linnie Mccoach,F,44,TN,Others,0,MED,670-739,0,1,1996-02-26 12:33:00
1384,IFLRKH,C1676251,Justin Reed,M,37,NC,Others,0,MED,800-850,0,1,1996-02-27 03:33:00
1385,EGWZBO,C2744118,Leslie Padilla,M,46,WY,Others,0,MED,670-739,0,1,1996-02-28 04:19:00
1386,HNUBAD,C8794339,Sara Collins,F,45,WY,Others,0,LOW,670-739,0,1,1996-03-03 17:40:00
1387,QSIRPC,C6926510,Kelli Centeno,F,44,NH,Others,0,MED,800-850,0,1,1996-03-14 15:54:00
1388,HQWAWO,C1842390,Charles Hollingsworth,M,47,WI,Others,0,HIGH,740-799,0,1,1996-03-17 09:12:00
1389,NJKXXB,C0153111,Stephan Turnbull,M,42,MS,Others,0,HIGH,740-799,0,1,1996-03-18 05:51:00
1390,IHHSMF,C9561064,Richard Brahler,M,49,ME,Others,0,MED,740-799,0,0,1996-03-18 22:49:00
1391,DHPXBJ,C9361831,Richard Bormuth,M,45,NE,Others,0,MED,800-850,0,1,1996-03-20 16:57:00
1392,CDPAUJ,C7044152,Barbara Dubuque,F,41,MN,Others,0,HIGH,800-850,0,1,1996-03-23 18:27:00
1393,OGNXFK,C4785375,Connie Bynoe,F,44,KY,Others,0,MED,800-850,0,1,1996-04-02 01:46:00
1394,JGLZZZ,C3848824,Virginia Strawderman,F,49,OH,Others,0,LOW,670-739,0,0,1996-04-04 13:46:00
1395,KOPWMR,C6576943,Irene Hughart,F,40,AZ,Others,0,HIGH,800-850,0,1,1996-04-09 00:37:00
1396,BTEAEK,C7509223,Kevin Whitfield,M,38,AZ,Others,0,HIGH,670-739,0,0,1996-04-11 10:51:00
1397,ASKUOX,C9000986,Karen Spruill,F,44,IN,Others,0,LOW,580-669,0,0,1996-04-17 14:57:00
1398,RDTLNK,C5266700,Donald Drabant,M,40,WI,Others,0,MED,740-799,0,1,1996-04-20 12:18:00
1399,CGDACI,C9438127,Chad Smith,M,43,WY,Others,0,HIGH,740-799,0,1,1996-04-24 10:30:00
1400,NBDBOV,C5554740,Mary Brown,F,37,IA,Others,0,MED,800-850,0,1,1996-05-05 03:14:00
1401,PLRNPL,C7010874,Robert Vilain,M,41,OR,Others,0,LOW,580-669,0,1,1996-05-06 06:28:00
1402,IXUUME,C9807040,Michael Vetter,M,42,WV,Others,0,MED,670-739,0,1,1996-05-12 14:09:00
1403,ECIXDO,C8082187,Mary Housley,F,40,NE,Others,0,HIGH,800-850,0,1,1996-05-14 17:59:00
1404,DJTLAS,C2006218,Carlos Clark,M,42,WY,Others,0,MED,800-850,0,1,1996-05-18 19:52:00
1405,GAPIDX,C6189915,Tracy Gerena,F,45,SC,Others,0,HIGH,800-850,0,1,1996-05-25 23:57:00
1406,ASEIBM,C1845341,Jonathan Lanier,M,39,CA,Others,0,LOW,580-669,0,0,1996-05-29 01:30:00
1407,INXGID,C4305444,Madeline Helbling,F,42,PA,Others,0,LOW,580-669,0,0,1996-05-31 20:35:00
1408,SVDNBO,C4740610,Laura Jackson,F,49,WA,Others,0,MED,800-850,0,1,1996-06-04 08:33:00
1409,GKMQGX,C4151748,Albert Burley,M,39,CO,Others,0,HIGH,740-799,0,0,1996-06-08 03:06:00
1410,QTXMUA,C8431837,Danny Fajardo,M,42,NH,Others,0,LOW,670-739,0,1,1996-06-13 20:58:00
1411,BQEOXJ,C2096020,Richard Davis,M,38,MT,Others,0,LOW,670-739,0,1,1996-06-16 12:15:00
1412,UKMGKX,C9486836,Margaret Burgess,F,43,NE,Others,0,MED,800-850,0,1,1996-06-19 02:35:00
1413,AQBYUS,C0889631,Emilia Bayer,F,48,VT,Others,0,LOW,300-579,0,0,1996-06-19 22:21:00
1414,EDWMHO,C8632081,Harry Kaleta,M,37,AZ,Others,0,MED,800-850,0,1,1996-06-21 13:53:00
1415,IDYPWM,C4456762,Susan Almeida,F,47,IN,Others,0,MED,740-799,0,1,1996-06-28 02:41:00
1416,RSFLLZ,C6321307,John James,M,48,LA,Others,0,LOW,300-579,0,1,1996-06-29 07:24:00
1417,CFLNAF,C2855715,Jesse Ray,M,37,NH,Others,0,HIGH,800-850,0,1,1996-07-04 19:23:00
1418,EKIRCE,C7080342,Douglas Clifton,M,41,IL,Others,0,HIGH,740-799,0,1,1996-07-13 06:55:00
1419,EYKZRG,C7067816,Manuel Baumgardner,M,46,TN,Others,0,LOW,670-739,0,1,1996-07-21 01:26:00
1420,KFQUHP,C1749718,Peter Glass,M,41,RI,Others,0,MED,670-739,0,1,1996-07-26 06:20:00
1421,MKMEQN,C6448355,Heather Winters,F,39,NH,Others,0,MED,670-739,0,1,1996-07-27 16:35:00
1422,GCECHL,C2665636,William Burgess,M,37,ID,Others,0,MED,740-799,0,1,1996-07-27 19:40:00
1423,UDRQYU,C8678538,Zelma Rood,F,43,CT,Others,0,HIGH,670-739,0,0,1996-07-29 09:25:00
1424,KSZHFZ,C4457842,Karlene Mosley,F,44,CO,Others,0,HIGH,740-799,0,1,1996-07-31 18:57:00
1425,DCRXFE,C4125390,Vickie Barnes,F,48,DE,Others,0,HIGH,800-850,0,1,1996-08-04 10:13:00
1426,TYBOJV,C8759797,Jason Thomas,M,39,MS,Others,0,HIGH,740-799,0,0,1996-08-14 05:03:00
1427,VPOUUX,C5772978,Darrell Spradlin,M,43,MO,Others,0,LOW,580-669,0,1,1996-08-29 08:49:00
1428,XLASEH,C0900496,Virginia Daley,F,42,IL,Others,0,MED,800-850,0,0,1996-08-31 08:50:00
1429,VZBCSE,C7570288,Melissa Allen,F,45,OK,Others,0,LOW,300-579,0,1,1996-09-03 02:06:00
1430,LZQUQN,C2234091,Steven Blair,M,47,MS,Others,0,LOW,300-579,0,0,1996-09-04 09:51:00
1431,OPRNNB,C2450253,Jim Kempf,M,41,MI,Others,0,MED,670-739,0,1,1996-09-04 21:13:00
1432,UCOCSQ,C7443358,Brent Berg,M,40,AK,Others,0,HIGH,740-799,0,0,1996-09-10 09:00:00
1433,VUTGBE,C7046565,James Olson,M,37,AK,Others,0,MED,800-850,0,1,1996-09-13 17:47:00
1434,NTRSZK,C1254953,David Spencer,M,43,MI,Others,0,MED,740-799,0,1,1996-09-14 21:56:00
1435,DQPFUH,C1132892,Ralph Smith,M,40,WY,Others,0,HIGH,740-799,0,0,1996-09-15 02:42:00
1436,PMEQWZ,C7524500,Lacie Wilson,F,44,CT,Others,0,HIGH,670-739,0,1,1996-09-17 21:26:00
1437,NXETUE,C4258840,Loretta Perez,F,41,NM,Others,0,MED,740-799,0,1,1996-09-18 07:53:00
1438,OITZOW,C8374856,David Pinkowski,M,45,TX,Others,0,HIGH,670-739,0,1,1996-09-19 21:42:00
1439,TPIBCC,C2688801,Harriett Garcia,F,42,NV,Others,0,HIGH,670-739,0,0,1996-09-21 05:51:00
1440,SXBXOW,C1787242,William Simmons,M,44,NM,Others,0,MED,800-850,0,0,1996-09-21 06:44:00
1441,FTOZWG,C9019809,Effie Pitts,F,49,NV,Others,0,MED,800-850,0,0,1996-09-29 13:23:00
1442,GISJJX,C4726902,Julie Mcdaniel,F,39,GA,Others,0,LOW,580-669,0,0,1996-10-05 03:26:00
1443,PPRCWY,C3295098,Helen Ray,F,44,LA,Others,0,MED,670-739,0,1,1996-10-06 13:42:00
